"lat","lon","elevation_m","in_camp","unix_time","distance_from_camp_m"
-3.5373755,35.122588,1248,1,1474174270,20.8903
-3.537373,35.122588,1248,1,1474174275,20.8841
-3.537371,35.122588,1248,1,1474174280,20.8818
-3.537373,35.122592,1248,1,1474174285,21.3283
-3.537375,35.122592,1248,1,1474174290,21.3329
-3.537375,35.122592,1248,1,1474174295,21.3329
-3.537375,35.122588,1248,1,1474174300,20.8888
-3.537373,35.122588,1248,1,1474174305,20.8841
-3.537371,35.122588,1248,1,1474174310,20.8818
-3.537371,35.122592,1248,1,1474174315,21.326
-3.537373,35.122596,1248,1,1474174320,21.7726
-3.537373,35.122599,1248,1,1474174325,22.1057
-3.537371,35.122599,1248,1,1474174330,22.1035
-3.537371,35.122596,1248,1,1474174335,21.7703
-3.537368,35.122596,1248,1,1474174340,21.7712
-3.537366,35.122599,1248,1,1474174345,22.1077
-3.537365,35.122599,1248,1,1474174350,22.1102
-3.537366,35.122599,1248,1,1474174355,22.1077
-3.537366,35.122599,1248,1,1474174360,22.1077
-3.537365333,35.122597,1248,1,1474174365,21.8872
-3.5373668,35.122596,1248,1,1474174370,21.7729
-3.537368,35.122596,1248,1,1474174375,21.7712
-3.5373692,35.1225936,1248,1,1474174380,21.5036
-3.53737,35.1225944,1248,1,1474174385,21.5923
-3.5373706,35.122596,1248,1,1474174390,21.7701
-3.5373734,35.1225978,1248,1,1474174395,21.9732
-3.537375,35.1225972,1248,1,1474174400,21.9103
-3.537378,35.1225912,1248,1,1474174405,21.2553
-3.5373818,35.1225856,1248,1,1474174410,20.6561
-3.5373842,35.1225864,1248,1,1474174415,20.7632
-3.537385,35.122588,1248,1,1474174420,20.9472
-3.5373856,35.122588,1248,1,1474174425,20.9526
-3.537386,35.1225856,1248,1,1474174430,20.6907
-3.5373872,35.1225816,1248,1,1474174435,20.2601
-3.5373892,35.12258,1248,1,1474174440,20.1053
-3.5373906,35.12258,1248,1,1474174445,20.1222
-3.5373892,35.12258,1248,1,1474174450,20.1053
-3.537388,35.12258,1248,1,1474174455,20.0917
-3.537388,35.1225824,1248,1,1474174460,20.357
-3.5373862,35.1225864,1248,1,1474174465,20.7811
-3.5373838,35.1225904,1248,1,1474174470,21.203
-3.5373842,35.122592,1248,1,1474174475,21.3835
-3.5373856,35.1225944,1248,1,1474174480,21.6611
-3.537388,35.122594,1248,1,1474174485,21.6396
